Product,Purchases,"Weight (g)","Average Delivery Time (Days)","Size (cm3)"
2fc738cd8396c43c0235072751a180cf,1,350,10,4096
2fc7741cb6ea76e7164f448adc44652d,1,700,4,4732
2fcdd37790d9c79db0998f7fc9bc68b0,1,1100,13,52800
2fcef9efef474266c020ab6ccf2c61a8,2,1300,9,11232
2fd409cb89bdd869516f53cf84e69cd9,1,725,8,7800
2fe0cccc00239f01484b97ba65408800,4,967,11,5880
2fe4cc1e76752c674b18a250ab1acbd2,1,625,12,4455
2feb83b6c3b3380b8822146538c70f7c,3,700,6,1650
2fefcfd2d56f54c3587e08e1442b36dd,3,900,7,18000
2ff06b0fd363bf0462e1116bb6060379,1,200,12,1936
2ff17002562478fb03cd44f09e7ca51a,10,283,15,3528
2ff347482b6b06c5f6291bfa94e0045d,1,100,11,1944
2ff677af9af410da689ac8299bab93c9,2,3725,19,32800
2ff9737e49040a4de6435620ee96885f,1,2300,22,70000
2ff995aead9c63a1f37a07b3664ead37,41,7500,9,30866
2ffb8b836bb62d53a77a69a67814fffa,10,600,12,5500
2ffdf10e724b958c0f7ea69e97d32f64,52,263,18,2652
2ffe22d10951d7d1a864c7117bcfe6c7,1,450,10,5550
2fffbf105cbbc6e86144f00ecf571635,4,150,12,4000
30001d6521e7d5826eb1881050cea7e7,8,150,12,2378
30011d8ee44c9842921cbc7c1445544e,1,400,10,4617
3003a2841d6a775095317139ed2f7943,9,1205,8,21528
30048c2138eb22aebd13d31c07ba226b,8,5636,12,33480
300666e2638b1c8f5528bd23a6e9dea3,1,1250,5,5760
3006b8f5b476750a03137c1b2755cea1,15,100,10,4096
300a260403e9dddec957d7f272faf20e,1,815,9,32000
300a6327ab13de0f4e0d3ec3270df6a3,1,200,10,2058
3014e35fd70fce29095ced5cdc89f4ce,2,125,7,2380
3017341f6eb19840f64bd672370a91cc,1,1750,11,23625
301cfe3b10ca8a9e1a1fda2f36bf9142,2,875,5,32844
3025303c80b01a0926fda2841cc31b4a,4,2100,7,28000
302a19dacdbb5ed2f74f9dee8126ef79,2,300,5,2856
302cfa85bca0568e3920d0705a2d6fa0,1,417,14,6600
303209077202f6ac32714e683352e4be,1,2300,5,32000
3033b785da7b2b5dea9e41fb29b72109,1,1850,15,12000
30360c8b0b2ac6918f53ab66bc3c306f,3,350,12,3528
30364952b2a2bd659cfdda1b5112358c,2,2700,13,48125
303719bf7adc0897358c3dcc3c7a6190,1,2100,12,26085
304104a478e3a605db6072a22e4ee228,12,2600,12,16848
3045ecc5fd45098150531f70e7358256,1,7500,6,36000
30462047cff6376a3f9958b2ea254943,1,150,16,6400
30469bb5ea377eae7121981e2f0778e4,24,5950,11,48000
304fad8dc4d2012dc4062839972f2d96,2,1700,23,1936
305307f44f730d8ddd6db6e2efedee64,1,700,26,3000
305a8467a383809ecce974a852d55ae3,1,400,16,2112
305cf3d6eaf7d2339acabcbacd5e3142,1,6350,13,49011
305edcc7b46afd87ca6979ed0409fb09,2,890,6,9600
3061ea0592ecce3a2d477f638b1cd282,1,300,9,2816
30653650de8d186314a945a970c21802,1,300,4,6000
306599a052830af3cfebe42ee7a79dde,5,1250,14,27000
30674190b5af4d3b447868dff7f6ac61,3,6750,2,39270
3067b5855ac067ee874fe042b19c1c51,1,5900,18,38836
30699bee01692428398004b3308133e4,1,2775,2,73500
306b0c58328826c0564cbc520787d508,7,765,11,33600
306e3f4a01df9f621c3b841e21f4018b,2,1133,10,9747
306e6b5dda3397e4a9312f94d82565b5,4,8450,6,9360
30710ef7a45eef1ce593ebd6bb498bbc,1,1150,10,60000
30715b45872148dd5322eb2989228a43,6,6050,13,51200
3077f3765ee2f3471ddc0f6d8f007eac,1,600,5,968
30780c2d80f329c7dfbf524eb87da4ed,1,3400,27,18432
3085b422a5fd43e691b42df75c8a63ba,1,1500,2,76320
30883824e23864dee3988e68eaeddb21,1,1650,11,27588
3089d427128cebffda89d3c8fd04fb90,1,750,52,3840
308a7360ee2e0ecfb6aa7708428692af,11,150,13,1232
308e13b4417e92c76b823160001ad012,1,300,8,1936
308e5ad92ea784e15a8f632465837c4b,2,600,10,3072
308f901f3cbc9dd383146e97562ef8ed,2,200,16,2873
309418595516e14bc2e98487ee4267d1,1,200,1,6656
3099fd60323d4c647f2515690394bfb2,1,217,9,2380
309c6b0e5d66f306383872c0d95ed6bf,1,233,7,5376
309dd69eb83cea38c51709d62befe1a4,3,2150,11,3200
30a07db50b0a899b488772fc68e07a1f,1,600,6,17797
30a47cc354b9607076272300c899dce9,3,450,13,4004
30a70759c34dd4a29c5596778a0eb116,2,400,17,4608
30b1231ba07a2b463b2197fd37716be6,1,900,7,4256
30b159b653b87754d7a38446c7ef4669,1,200,8,352
30b426aecc4e322e14030c1f384b1763,4,2433,7,17280
30b52585b47939123faddcc27cda1cae,1,300,5,2340
30b6868bde148b4c71716da3f1cdd9e3,8,600,13,2240
30b71c9c4072aedc2eab725fa28f50ed,2,463,14,4199
30bb6ba21f546713a3c72e22461c1a3b,2,800,15,1584
30bbdf80d68d281c9cefcb26becdc8ae,1,488,6,7200
30c01cc81c9eb80469371743813789cc,1,300,20,4096
30c687d22c1be52d2fdf233f0dcadf24,1,3600,13,11616
30c7af0662527b13c438094b5adeae88,1,2717,14,6800
30c9836b54b1f5702a078b5b6c63db07,1,450,6,3211
30ccf4724f5227265f837e9ba0246278,27,1450,11,16170
30cd699c7958f8352c9f479572eb66ad,2,100,9,2816
30d150cd35905a222b8840fbdfd422dd,1,450,16,4096
30d1842be9c62546d3fb853119602ac2,2,11900,14,79625
30d2a003c4b64468d0a341faaf1a7fef,1,1150,8,8349
30d55419015a4d9c2ca68586923d5a9f,4,300,5,5040
30d577873676f4d719154369ba416dbd,1,2550,9,27216
30d5e50fed61fb46e697b737f94e1468,1,400,7,23625
30d755143f7313a7c3d24f936273dc19,4,667,13,7680
30dd245a5cc5a0def5b5d42b024a17b0,1,8170,15,5780
30e010e9df8943899f267097d49b5c1a,1,1300,13,11440
30e2b9deadd5211496426065065c71a7,6,1500,13,9114
30e77af9e7759bbaa0305d2fbc605dc4,1,2000,22,14208
30e94ff4a3c0019755fd01e2a9c35d4a,1,200,9,704
30ed398b000a7504df39fc41f154eaa2,2,400,5,5643
30f008a4231a62a5e3dd80b718b3498b,1,500,10,9048
30f902329cc4fd7dba514f7a5b629b2d,4,16150,20,352
30fdc68482fb0487e68aaf09260b22cf,1,1200,5,39375
310794f4911fb5f5f2add5e9ad72b21f,2,1200,36,10625
310806337e8a62be35203aa25d302b08,1,30000,5,169510
310b40ec41fbfc061e5309006482e68a,9,500,8,4608
310b993294194cea025dcc9c23637b62,6,8650,13,39600
31123805776da48ab8b0237cdc3e5636,1,700,20,9216
31129af5d35d9ff3136470ea2305705d,1,500,21,1728
3116933c5301f90d4446f1ac5912edae,1,2800,8,9196
3117effa9f933a3805a309706e949af3,1,1300,14,13500
31207fc086e99a46400056ea7f77857e,1,700,8,17600
3120b244fb6ccbf5e91a53148ea1bd88,5,300,15,3000
312284b6c3b1c1b36b46db2bcdfb150a,1,8000,14,18000
3123d203ca9657c774597d1d43b63da8,1,300,11,3910
31240eaae01b43247d878f3e89996e35,2,400,6,5440
312669e28dbea698f766c3daf44771c8,1,200,10,640
312deeb177508f3b29f7ea944719b267,1,200,15,1750
312fc7ec4c5f490464a4c9b3132c8ae3,1,100,11,1408
312fe77899d7627c5c174229fe0324cd,1,150,4,4000
3138a5168026c06238f332528ec8e0ee,1,1600,7,6750
313b2b462b7ebd82e290eb54b10e8a69,1,500,12,17920
313f8ed3413f949a1c0eb1cd6495ae5d,4,7150,8,32000
314fa2ee03eff6af10bc8f7ff0c4dc9f,1,1100,6,39375
315274d6751133f612a67ccfa00c0522,1,350,16,1309
3152a0c0d93abeec99e4a6169aecc88b,1,600,15,4800
3154b455f8ac2cef3be89aae6badd2c8,1,200,2,4096
31596cc4bf31a702bc34ab7223a827da,1,2850,21,27280
315affd5901833621c947264eb9f2588,2,300,7,1936
315b901783dd3c3e52c017268cade89a,1,900,6,5616
315c6373ff469f7b7f60bbb36c319f7b,5,550,9,3000
31639956e7fac87ecfd9d608040638bd,24,5150,18,15120
3163d5f3a906578f9babd8fdc4911ef8,2,675,15,8448
31666362dfd77bdc5d7777b463acfe68,1,450,7,17280
3168b2696b15ca440b92afa9e011a084,1,3200,11,37700
3169599d82995a40fa97869fb853cdd2,2,500,28,7803
316a71b4e7fd164c8f70e6a505044a69,2,600,22,5780
3178ee7d2c17d1caef4955dd9bad16f6,1,150,22,6512
317a06884480d645d7f0bc82455ec277,10,650,12,4125
317a8d8e17b2b10b8074de17b3ca6073,1,100,11,23625
317ac060ed225d07050a819ca208d66e,1,5500,4,12528
318026bb905cd235b62c2f2f4eace780,3,900,15,13440
31887df536e908af09cab47ed21e31bb,1,1625,12,38880
3190be5a1932c6aeece81e7adcd310aa,1,240,16,352
3190c75e99fc82197998aa24df32bfd0,1,500,7,1600
3193a48de17d955edc655009bfd530e3,1,7698,13,73554
31959c80177d03b7e67c88baffa71d6e,5,7350,16,42875
3197b90a5a79fb94cc45a0f42b75dd01,1,100,6,880
31993e6d68c0849b3547d2ca6b573a94,1,5050,5,13824
31a2f42a87890f87d77daebdfabc182e,42,1700,10,26250
31a2fd4c489928b895ded31469fcbb5d,1,150,18,1584
31a4e43f70b04f64268d63fd9193a8d5,2,150,9,1408
31a550e5405c2f75ecd052b2106f1330,2,8100,6,54144
31a70a048673639e07f9c3848b590d8d,1,100,16,1760
31a7ed5ff9d9645208e0f84d92f82581,1,3000,21,8349
31aaae9f2af6869bff6b8cbbaf195e65,1,1300,12,17424
31b67ce37b96cd227508185134875e22,1,1000,3,11600
31b69c5458a15ce93c1f3b25276514d9,1,2200,3,21000
31b8e7c2a22f3dba5183cc110bdd72f7,22,281,12,1989
31bc2d2aa25cbb35531317216563b516,1,850,16,11520
31c1d1dfbb4b2730140b8bd9248bcd58,15,200,9,600
31c4cfda24c7c817aa9761fa55185dd2,8,433,16,3465
31c8ebd6dc2e12cfd9fde8eeaa32f36a,1,700,7,8448
31c92d83aa85cd3c98fcc6fa9ce6329b,2,3000,18,8349
31c954de261f07754040a8fa2529e95f,1,200,41,23625
31cddbc370031fbb839a21441df28015,5,433,10,3990
31d1f8d755567d184eb11305c6807034,2,550,9,13600
31d976f5306d3408e3d41d670343495f,3,2600,12,7500
31dd3d3901e7b2755c96ed255b26dd0a,1,600,15,10695
31e3036d804e63b859b964d0c8bf9ddf,1,1100,11,10648
31eb78f384a585823382f8963cdf5849,2,1500,11,34800
31ec3a565e06de4bdf9d2a511b822b4d,1,750,4,23520
31f064f4591849f05239aa2b228b50ee,3,650,8,18000
31f2e4933e944d9fec681a639581accf,3,1720,11,7410
3201f8224f0692ac79dac9d193ef539d,1,200,19,1976
3207a174f3e42a042883848bbbf6fdf8,2,500,4,7680
320e20e13905991b0d83e8f181fcc196,4,300,6,48000
32155c6d462c8ed99e97be6be884475d,1,2050,14,8800
321630bb4ad7a86b816ae01396ad58d7,1,12100,13,78141
321c788deb64e03c83312213e1ddc6f4,1,550,29,3520
321cea6c65a44a9abde31f677f976c63,2,1450,4,19836
3220cbacf7d9905cc63c2920c3dbd13f,2,100,2,6750
322159ea16aa68e7bff8da4025d2fef8,1,3250,14,21315
32252579a719da7dd2ee115f07dfd03b,2,867,8,10710
3225c54bb2785c33f49f50398fcdb88c,31,269,17,2431
32267de030005084d4b6af64f22143b8,2,1150,9,9000
32272e8a9336baf4548671ac811f4f14,5,750,15,3042
32284a34d19761adc56333216faff3da,1,1550,8,19760
322b149a56769e166a6fc004f3181622,1,15100,9,44840
322c315bc0661c64fdcab7a70dbc0354,3,1000,10,12000
322ecdda3eff7439376c27a5114fd114,3,400,5,8000
3234b4f9542a9f6a450e988820390fab,1,500,5,2560
3236ebd1684fa3ff2b74858fcd9ea688,1,725,6,20416
323aa447dc953b5592e25c37ce6f36e2,1,350,12,6000
323c53e2d6f8bace877b0df931ab58f9,2,1300,15,6400
32442bee23baee10041f5a964cfcbd15,6,800,8,40000
3248ca0065f209c49450baf404c47795,1,500,11,1500
324bd856c15daca22354f5872b72611f,1,1300,9,10206
324c1045d038cd3db368aee137a3114d,1,150,19,1750
324ec8bebfcf3f507afed8c13760f92a,1,27250,8,174930
3258acb04d37e2f91f76c9250f3b80a0,13,200,7,990
325a06bcce0da45b7f4ecf2797dd40e4,1,300,2,1200
325a813db2664ef1b239883869847f4b,1,1800,14,24480
325e75d20ca67d859f707129be35878e,5,350,9,3750
3262a0950995f2a891ec1fdfe6f5a133,1,500,5,37200
3262d9ebe7100477209a79c4ed3c76e8,1,17600,10,125125
326a0f5cd9ba675a997b260b0a0c5b6a,1,6900,12,49818
3275d85219f4d3af7d0b12f4bb78756d,1,200,29,352
3275f9e184aa1d82aa1e2517017bda63,3,200,10,2378
32762549e61c9115d70c8267c00d1c13,1,200,19,2106
32808768776c3aa459e4a6e143644cd6,2,1250,10,13500
328818bbb9f31efcf6a2b39ce8724ab6,1,9950,26,59488
328ccc632fdfa11f13190f1e6c773bdb,1,150,3,6000
328e385961fd439024dabd6512dc1039,1,5200,7,22440
32900f7eff5b58558727f11a07d1bcbd,3,350,7,8349
3291a5461db3d7b6446dbd046f6cf055,1,600,13,2560
329851bd191cfd30470ffd5aa5457c23,1,500,7,14570
329b87911ef12e53aa7eabf196d17690,1,250,4,3000
329c661807f085964b1877bfeca6ff73,3,3250,21,15375
329ee774172a8dec4ae65b229f2c73fa,2,1225,20,8670
32a0c903321b383d2df2bb7d835ad2e8,2,5000,11,66352
32a8448d1612773bcfd0c5a8dd235e4e,1,700,25,2880
32ab984210a9cc604931ba8408ec6994,3,1300,17,2496
32ad146ce66014dd98fdc2190bc995d6,5,200,19,2106
32ae70a1e852f24cddc353ef7d38ed0a,1,600,14,1520
32aeecc02aa5adcb7f75155a80a47836,12,2152,16,13104
32b168004f17c743f16bcf5bab0de982,4,5250,16,32000
32b2a45c7698faf599ad250c65f6f633,10,300,11,12000
32b2c8b108d24d0729982597ff9aa62c,2,600,8,11890
32b8ee42e46363609baa9d10ce94d460,2,290,15,5760
32b9c3230a57c4312a9419c44a2e45ef,3,1600,15,24320
32bad49615b7c5da42609b98df97482c,2,50,6,1872
32bcf7ca75070a7d951264d40b28d90d,1,650,8,2400
32c7991989ed600da3c3e313e96b440f,1,100,6,442
32cb082100ed973a2e3a6950214f8629,1,19200,6,169400
32cb6749793d719633c12cfa2df51268,1,200,6,2100
32ce8729ae3e7d91243934373ab532ec,2,850,8,1530
32d16d374657488a491cf67b33d5fac5,1,389,9,2652
32d2110b4347d621efeef1269d734fb8,2,600,14,4368
32d53bcf0e4dd5e24ce8f1d29388b086,1,200,5,1760
32dee6edefc5838b521ceb11619bc472,1,200,6,816
32dfa38395ccd47d7b320470b0514fee,2,150,7,2560
32e12dbd1df2c2b6831ba26dc8325d1f,5,1750,5,18000
32e390b4e48d09326cac6e93679160aa,1,1800,6,33600
32edb2bfa4cfffed1e335945b86bc872,3,5350,5,32000
32ee3f4e2493045726807808d7abbab6,1,1400,8,9234
32ee76b2523aa4225a3417496bc7d5bd,1,50,7,5832
32f186a3f6239888c37adf90db857098,1,1350,12,4896
32fc01a89995915738a923b16bb5a2a1,1,600,9,16530
32fcefdea166b8a08f869ab8e6e29086,2,6700,6,64000
32ff30bce9752963c889b69a33b0e84a,1,250,6,5625
330144665b875c2b4555f88d9f4ed7c1,13,558,9,4368
3303c5bebf8d9dd9394a38501c4033f6,3,1100,15,8866
33041fc111e526d9dd16e06678ff5eeb,1,950,14,8120
3305e62a2133cb1b2db805f3782eb7ae,1,200,19,5967
330a8a8d810e84c45bf6fece44e082c8,1,800,6,7936
330cef1e4abdc583a07dc02a38dcffa7,1,6750,4,40572
33102eb20d41ceb406b2083a3fde8d29,1,1550,10,6216
3311083d8969d344413da8ed6f8e0195,1,29500,6,201348
3319ec949aa117693a4d6fd941858af9,5,1200,5,26400
331a9e69c95aad991177b0f1ef85a261,11,800,14,2400
331aad9546c608b3e97cee9f95c3b027,1,200,7,352
331b7c485fafc244f0b033bba8ac5578,1,12050,27,56350
331f7c3a5502a8007a966f70e151e89d,1,100,5,3042
33202a8e7a645388c41ed714203d7131,16,3350,24,8400
33210191b5878f3ffcb98ee93963da63,2,700,8,10488
3321ad579f19476d0d668f726f8dffec,7,2650,19,13984
3324aa942290884678b0b2af79d3250a,1,1300,5,1972
332795c0c3303ebda469c7945fe1a1a7,1,600,5,15984
3327aad61d86158ed8bfd97388e37376,1,775,6,6348
332842d24e84234cd91299a225de76ab,14,1750,17,5700
3329c7aae267c404ab16dde58f37213b,1,600,2,3135
332ada06f1c62d8a675e44330d53f785,1,500,23,9600
332b3e10a1e54aa72c52f41221eb53ab,1,1800,22,6804
332f784cac57e18f1194e8156ad5bd9d,1,2550,16,20000
332f9726c0192e9edf59cb7b1fae49df,1,1400,10,10000
33334a894aca4ac5b4b0832506727673,1,1200,15,2992
3335339c7311da7d9efe5f8efb6fb00a,1,1500,10,17576
333789d98505fa09e6e270b62360996e,4,550,7,8100
333f07710e0ba89e037d164c13726e6a,1,1600,13,26752
333f47c19a1c3870d1ce94cfc51a4f5e,1,300,12,1936
33403c26bd55e7f57cb5fe7ecca9de83,1,1843,18,20000
33430c5c1027d812b5c62f778e5ee7f7,1,200,20,9261
334479e94cba98064050db1c9636e244,1,220,20,4284
33447fafc9ed945e91d70e8cb12d63d7,1,100,17,1440
3344f3ccc35b04b81d8cc2aefabcbcdd,2,7700,29,53298
3347f12bccb00487d0d9aec54dc1037d,8,6450,15,41472
3348355c60a53ca51a5bb5a4b63e77a6,1,750,7,23625
33489f0140308d65c48a7659b05bdba1,7,500,3,11264
334995514673fb6bae67885458b52984,15,250,11,15625
334f9a7bc70ecefea3a1fc7dd1c7ec76,1,700,36,2560
33506b5bbfffb69d787a9ecaa1222a5a,1,1700,7,33750
3350d0f553c213f918a89ce65d269417,2,850,10,12500
335869ee35680c410f30db87ecdc83a3,1,291,5,2112
335cea5bb277be8db0461ab24dea8268,1,100,5,1056
335edc5cba9d15209ff0a3bca20d1ab4,1,100,5,3360
336090aa9bdfdc02b01b154b2d0abda2,1,600,10,1600
3360da0bdc5e96e78beaade20beeefa4,6,100,4,1056
3362ea39c2b9a88dc82f2cd6f6838bcc,4,200,8,13200
3362ef5324870dec8f228bc39f93245b,2,1100,10,26208
33662f973425641efed81abbcbe11fb6,1,5200,18,28830
3366363f84c6f967f12d15a59b1e7839,1,200,6,4433
336cfb12a5468070795ae4c964f4ce47,7,1000,13,16000
336e637e82a66d9deda8616fa1e2291e,1,550,6,2560
33716d3b89a37449be72f5e5180caa00,1,250,6,5120
33731b575da5eeaa98cd7c30b2c5c2e0,3,700,11,18000
33734acdf5673ba08a01d187f6f4a087,1,500,5,56350
337a76815f8f765a51535e787101c8fa,3,1956,11,28350
337be49673e511e2bd38d390cf57d7c4,3,400,12,3520
337c81a0f9e751b6cbdf56680a33c365,3,163,11,1728
33865d9f10d44d7942569ea1df2feef6,1,850,10,4500
33900d427fa4bd3f509cdacda72e84a3,3,2450,7,22680
33924b6ae648c8e31d519ffba03f161a,1,5100,56,20539
339a989bacc8557091e137fd3ee46831,1,10850,6,72600
339c5b81bf45deff28dabce4b8f05517,1,1050,11,23625
33a11954c13e439a0a632a2cb996b534,1,250,1,1188
33a85d94302e1c6fd9890d9501cf05cb,4,850,15,9100
33a8f9ff2a9a41c0c49a24d12e106151,6,350,5,2080
33ac1956f1f647da03cb796870feddfe,1,4650,8,18000
33b0f8037510c23d243bb510d7d6e07d,1,1200,5,6400
33b22110fa818ff5f0c387a79f19b612,4,300,17,4096
33b67c1594a903b27b5163c0efb15a5d,1,200,8,880
33ba4b29d820b397054cc97e892ab1bc,23,300,10,2550
33bb7da523efcdef6cd2996cbf72d081,2,1150,10,8349
33bd1a075f35400643129b5f3d936845,5,1900,13,13720
33bd5538a16d23f0a39da1c9bfd20980,1,2200,15,13608
33bdebc0eb4a1862d1c9a9c4dc9d3010,2,1600,9,6000
33bfc11487d18d2405f84661bc164f0f,2,545,5,4998
33c18a3e86c00fca807265cf34354996,4,200,13,4032
33c74cb7d421dc91de9cf6422f37baee,1,225,7,4352
33c818b0b45badf24c437fdf7982f58c,1,278,9,1584
33c93d38230e17498ab3fcfdbeb98b34,1,750,7,4800
33c98bd750b001296730e4eebb44b579,1,200,7,4800
33ca6f53f303d370a64975dc0e2c86e9,1,2925,13,25392
33caaf7b2444ac27388cc2908a0413b4,2,1197,11,25056
33cd5581eb3d0497d9af68a34603ec7e,1,400,28,5040
33cf505f7d94c2283766b8b1b13ef3cd,1,900,12,7500
33d26f298db59a201858e0248d9cee6c,2,600,13,14144
33d572fab2a1a7c217d8831ade7d9357,1,25950,12,90720
33e04be09d16fef5a9044ee42eb2f45a,1,529,12,4810
33e0cfd1cd80a0491da068d7a7f93ff8,1,2400,42,27000
33e503f68fb60fe165ed992965f2c737,2,5550,14,4761
33e535ce5a73b54b75937cd85478b9ae,1,200,3,990
33ec1056063990a554e2e2cd85219de5,3,400,16,6384
33edceeb3ecaca6ed4cdaf8085a21b3d,1,9500,7,9800
33f38661c7e75dfddb833dc4cd2f1c27,1,1450,9,26928
33f41a54822aa8a1ecd90ee3e986a4ce,1,2600,8,27675
33f789f4b4fa74053af0199658b78853,7,480,9,6480
33fb5f691f9219b5d60d856191aea6a4,1,3600,34,47520
33fca9d59532dd4c191217a979346ab9,15,431,15,2860
33fd25c03ded294654c7d7ed6677c475,1,4213,8,13090
340ba571a6250a5346180e4fc4f1c7e6,2,1650,10,7200
3410cbd7df2130ec3cb9300ef0fe3df1,9,675,15,4368
341141693c1995e911d0a5843f7c289b,3,458,12,3705
3411fcf3ea2ecbf29a0b5ccb867c44ce,1,1008,6,24960
34133989d0439e38e03a4a772583d206,1,300,8,5472
341510944cbf67a53d3ab835498921c1,3,1500,9,21000
34157b9ee376927e58c66e9a69cc8704,3,850,8,40500
341624e20527d473745831850a7263ea,2,900,10,21280
341687b53eae81d74a13127e8e23bd0a,2,4400,8,8000
34194988e78bc60417003c8a235b8083,3,150,11,8000
341c7cf0d9806592075c3090658f5c81,1,600,10,4928
341d85d688ecc3353cf2a968e7ad0dbf,18,350,19,3200
34239894e175b17d8c84edc6c73b4dad,6,400,11,8004
3425c37e6772b3913480d0333e0beebf,1,100,20,1248
3425f911c976bb4f499d02aac8cf4a96,1,7000,2,49500
34282a40b7d2b7aae8762762cb6ebcad,1,4350,15,49184
342936541051cf54fbe4879bd6e84985,1,434,4,7938
3429d7e4892a2df967fae671f4c98deb,15,5700,15,33524
3439529926df110506c6752e8f16d358,6,1190,19,16720
34399bd4587bcbde51fe12d9a872b49a,2,4075,7,23400
343ebd86f51d5d5dc72592030d0ef74e,1,1600,9,2700
343f9a709f19a5f4af650ac0b0ca7f74,4,450,11,11025
3445f53a6bf62fbee7c9ead1e311d621,1,5050,10,30132
34476af6d3d70a896db8dc512f43d627,1,450,4,11000
344cf40b4cf885e32de129b0917e4a33,2,750,11,1936
344e500a6d4d2085337b9e81c0b9c9de,1,200,5,3300
344f1e18ffb703f6f105b705fc63a2d9,1,2500,5,48125
34502b3a0c6af7c9b8bce8a8af0aa048,1,1500,8,15314
3454a52c75a86e23aa6c2c2bfc330dc6,1,200,9,5100
3458b4c1fcbe46e2eedb48e00960a60e,5,1700,9,31500
345ebf31824c3871cbb94c377190d6f9,8,140,17,2496
345f6c48d7dd28adc3242eafba3592ce,1,825,1,8580
34604421b410aa74270f4309503a4338,1,1350,11,25088
3465048c898b00affaf9ec533dc95351,1,1200,23,8364
346b164b843475e78b18db900c65231c,1,800,27,4116
346f14f015ffbd66998f635bc9bea835,1,200,3,3432
3471ed8114d798dfbb0ed5f85349f695,2,5100,6,40508
347218313fef22ddc3bde07fd578b804,1,650,14,25000
3472b106bf41b1e7223330cdfb8a3673,3,250,12,4800
347492a8e06a539c0861eea7e527fdaf,2,550,17,5776
3477030902c7c383db840003051d8115,1,20700,13,142100
34774dbfa36fdfe7225c6c68293b694c,1,13150,17,40000
3478e86e13980bc0cf09919ae35561f3,2,7600,17,36288
347a1dbb9334cebdd3f2c43bc1b34455,2,1800,9,36018
348209d205939d7ee8112be3ef9a2002,1,4970,17,52576
3483c2810a114916eb57990fabb91d59,2,450,4,3120
34860130f02b097552587ed3af6fe8e9,1,700,4,3600
3487b8d662448326a09da14416640170,5,400,19,48000
3488d2ce36e718097c1509444289ef7f,5,514,9,3240
3489d3fae282f7944399bc697554a1e5,2,450,7,990
348b10ae8463b0ee175ad03103e59f83,3,1000,12,8280
348b4fff3d6dcaa25f6f61805ced2da9,1,500,17,23625
348ea09800ea8b415f488cef882bb755,1,750,10,8000
348f3e919406e3bbdd723015432b3e1a,1,550,22,3024
34952b816a67556375be2aac9cab263d,1,100,2,8000
349b69653420b6014582513d4ce6c934,1,400,11,33792
349ce46a0e2e20054aa9d80c48af8816,42,1300,9,4864
349d0a827503fa3358eed780058ceca8,1,5700,13,50232
349dcde76e42ad7a08253c7e825af897,2,700,15,6000
34a7ef14a5e7901f4a1d52e7b543c9fe,1,450,5,880
34aca073a68b7ae1d470940db997c295,4,6300,15,33750
34aca5f4e567c3b675a3e43a17e0b0e5,1,13450,6,80640
34ae7b24b85953dee979789e3b5b11de,2,100,6,880
34aec6c5358dee4e71cbaefc14935c5e,2,150,7,4000
34b14512f2273a75361c2809e3c3f8ac,1,1400,12,8712
34b2f2ad489d0598df09cab99e17c928,1,7600,16,64000
34b60db9767b87c8234447cebaea994b,1,300,8,4000
34b9bda637e469b293f081fc33d7a094,2,1050,11,13824
34beebdf2b189075548689f23441ad50,2,2717,22,7956
34bf36c866a9166fa14dda71be4fb95c,4,2750,6,18000
34c7fd3fa27cf255abc9ac1f3120e35e,1,700,18,18000
34c84b2e246f5904a5b3597b00240ea2,2,600,4,3380
34ca28e1d0a2055f325d4275bad02073,2,3300,14,47328
34cccfd20accc19f71b0eecf4106331b,1,117,18,2112
34d0ca9f9eb36d00ed5f2039c161ba8e,1,1350,13,8349
34d25803f90d0109da75922858aa8aec,2,650,9,1710
34d6306314a47fe15c1efdbc23302020,32,107,8,490
34dabb8af33b3756cf72df05fb327011,12,300,10,6760
34dcc2f0a890f961ee6252a1cd6ae3f2,3,30000,24,234000
34dfc6386b7550503bd2e582ef45d041,1,3900,9,28350
34e4f6bc7f4c44bdc0581b78aba124e1,3,150,6,880
34e83bed8d615779f4ed501e7033fc60,1,100,2,2640
34eb0685663d60e57a9ca086c8e33423,6,1850,23,21312
34ed9519613c77484479167190ccaf3b,1,100,14,8000
34f43f2313b41bbb5cd668a24d2f33e3,1,800,12,41280
34f7bddc98259b62a001644be7928e43,1,20050,55,122760
34f99d82cfc355d08d8db780d14aa002,3,25950,8,155610
350688d9dc1e75ff97be326363655e01,1,600,5,1710
35084deab9603bbb6035bb8638b1df89,1,1200,7,12500
3509901ff64b893ac034805e4ebc7dd6,1,16950,2,119884
350a6b20271be9e499b7e5f05396a940,1,555,7,7728
350d1a07ddb929118c6855106d206035,1,200,10,1584
3512f777c335f8297b5ad43416b69cf8,2,350,6,2560
351358ab05b8025c4314bcf20f851701,1,3900,7,26496
3514eab1c90b91adfa20380eb471816a,2,4000,17,21000
3516632e8f52b679ff83d1665ecc990e,18,167,11,2496
3517fcc20a0c09017c875560c2d150f7,1,500,13,1760
351cd19d35f2421c5419da9032a19856,2,2350,5,32000
3522926ae4db640da107ff9102f9c68a,1,400,12,48000
3522a64b7bad6fe22cc046584a9d3fb0,1,4383,14,27047
35255921c732e0e9319097469d856cd5,1,400,8,2970
352710ec4fab1854c11d4044880afff3,2,300,21,3872
35310457211638bcf0670da2cd8ba8be,3,525,6,3990
353356a910b2a42aa75a888a5d348997,3,550,8,4693
