Product,Purchases,"Weight (g)","Average Delivery Time (Days)","Size (cm3)"
9270f3b77242cf44ed272b9c1c0f8653,1,10900,27,68800
9271d2541a43f8db13d164887228a189,2,2933,3,34749
927225847efa8853ebf52c9b5b9b8cc6,1,850,3,3480
9275e1f75faf1d3d1f54e4cb63d12a36,7,166,9,2156
92762f3fd2e9105edc850be0f5b3c51e,1,500,2,10368
927ab43b52f8e2af38e2ab92fdd25637,2,730,25,5400
927b37c91523c5d12a6082746feadd09,1,798,6,7475
927c2974fc11ccce0fcd4910175f6ca0,1,200,10,2112
927ee5ecddd59672ed4e40f96df68238,1,7050,6,42636
9281e35939ed4db9a1ff7001d673e510,2,6200,8,49500
928206689f0543a9844ec994c66400fd,1,400,5,2046
9283d9a045e8cc8a2a7956c5d243362a,1,2200,17,36480
92857a2b590adeae8d5992511dc197e9,4,1358,11,11340
9286aa6d0235770b570beb128f608e42,2,1500,10,1705
928c2c0fdf465581daac95380af04b3e,3,2300,13,13068
9290dcd745e8dcacde07c289f4af71c4,2,900,10,7888
9291bd341e4718e27d07437d5773e07a,1,9300,6,53792
929527e5f11ec479791e7419de270440,1,10450,7,61152
92a0ba05cdafc24128ead0890a8a2c79,1,900,27,5625
92a73c1b226e585ad9d74a1b8d4e0faf,1,433,19,3520
92b6bcc1131f89babfad92a21eee0c65,1,100,3,704
92b82f3b6d4670bba0ae207094f1d226,1,10100,35,24000
92bc0c56dce8e6bee96f8b443f886a97,2,600,6,16900
92c22a554e81bcc9dd5aa9824b1f510f,1,6900,3,8721
92c7ec84190a13612cae0baf13804b23,1,2000,4,14430
92d16b48c50da1af3a50c6e73eb5d23f,1,1300,17,3312
92d2d88b37a70060bd536b8790d9edaa,3,5250,7,40000
92d5ae8e42c4599266f210bf0469ae9b,2,439,9,2574
92d68e4fc956bc1c90a3aa37916b212f,1,1175,12,51678
92d9e76c3678dc402b5d1a49f1ccc7f2,4,2550,17,20475
92db64b9fbf288bcf880be1fdd53f78e,1,1450,115,5184
92dc38393e62d366ae080808b222ccae,1,1050,7,12000
92e0aff16451b008e8b70f7b05dc6105,1,300,11,9000
92e16cf2fab490ab9ae87a305d5f8f7f,4,425,14,2376
92e22f96f92bc2dc5d6504f301010a34,1,1500,2,22400
92e2d2146e433cd4d1f09a3f8633ead0,6,1200,15,15444
92f699740f5a71846565fa8a6f0bbcf4,5,1050,12,5120
92ff4701412588ba89562a5da013c537,2,21000,9,48951
930715d24c2f9780fac2a78636094fd3,1,700,4,3360
930987da9df8e7d52d8072b5d7de5f6b,1,600,3,912
9314e4d46aeb2c297e05d4ed36365efe,1,443,3,7956
931541a73da8874f772b1fa532b99fea,4,1300,7,16640
931bb2a750c49badcd543774fd227364,1,275,10,3211
93201ae32ea7725876739ba9f0d2c851,2,1050,22,15625
9321b2e4e8fe357fe2e3bad624229bd5,1,517,13,4104
9324d11d98d73e980e13fbd30569e9e4,6,875,8,11362
93278713f25024bcab2ce87921bf8b87,1,9950,14,72000
9328c3a5c42ae7b32d53e419f9b93d66,9,500,14,1710
9330504b97ecb321002b3f0af1f0f467,2,467,24,6300
93313b383b80d53b94696afeb5dd2749,5,1075,11,10600
93379aae3263d95b317cf987e99d9d0a,1,200,13,2106
933bdcaec5fb56654d35ffaae48c7068,1,250,7,2016
933de9d29576bc63831e54f7b5bacb8c,1,400,26,6750
933e747b4512a8047e809f90b98d5eae,1,1000,20,2500
933f4f76eae38d2a97ecfb7c6355f0bc,7,633,24,8704
9344d66c54dbfbe44417c69d95d437bb,1,550,12,1104
93469d43c0b67d96b6b9156ba384f78d,1,100,3,384
9348fe8a0886b99d1c5d33c28fb0aa48,6,1150,11,27000
93496c0926637f2fe3bae9caf7058e6e,2,2000,12,10296
9351b1e4334769dc0abe871ee3c7abc3,6,350,11,4845
9357e1687bcaab3890093cb4ae50ed79,4,1129,11,10692
93582a7d8a16b7f7fb4992be2c91b659,1,500,9,2200
9359cb8632f702a16b12ff5464d82d03,1,722,8,4950
9361d7d8750b24496371f42a056065b5,5,3000,9,31820
936da86791ef70783a980c4c7eec760d,2,956,8,15660
93709a210f8c878e1d9b12ff28580f2e,1,400,22,2704
9372674c33091b1a6cbcb8ddb9c6f073,2,900,19,2400
9373cd8d23754193eb73e734128d55bf,1,850,24,13090
9375d96ff0ad81493ff5231497e170f1,1,200,9,560
937a0cd52717a017956a9309a7bc49a0,1,6360,1,75330
937a43407f2cf75f612cef2795160860,3,16500,14,111150
937a79a60a40809f6e8451355f21d639,1,100,14,880
937c825572d26b9e5a723527c6d625c6,13,300,8,3800
938052cbcbf90d7db22c1ec6321b050d,1,3000,32,6750
9380b51efce9f9a6a52e1f2be1838d60,1,400,7,3168
93846cfcd171609cebb8b3f8c553d23f,2,588,11,21000
9384e66a84d6f8833eb4c69a3d537fef,3,350,20,4212
9386012b71cfdcc82a3fe58df7e8c0c5,1,3350,5,20250
9388e84da6051e85eb86fc653c3aa64f,2,1100,27,7200
9389eab000375a2774d1b51cdeef90e1,1,18525,8,122265
938d2bbf637fa7e013e37477da0969c0,1,300,12,2904
938f95c14baec1a1fd57ce55ab5a8af5,7,1400,11,13524
938ff611131211b429e75da96367a947,1,250,18,352
93914ef5901d870afb5c7c9ac77a50a9,1,3775,33,21888
9391a573abe00141c56e38d84d7d5b3b,4,5200,19,23625
9393c06fcb6d7bc8e988eea2a0ecc64d,1,1125,11,6149
9394a725ee7e3f1da0d6b22b046cc8d4,13,1860,19,38700
9394f87dc3875b085ec46efca4822642,5,1050,12,17661
939ca4eeb18f951c099e1178bc50772c,2,1500,13,9196
939f381cb93cce99ebe5219b9470e774,1,1650,5,25688
93a12c289ca2b78e7069e469f5053ef2,35,233,14,3360
93a5fdb44a53e09f4a7d659420947201,1,250,23,4096
93a83432d2185acac6bd174787ada7fe,2,600,9,4872
93a99b40878c0d888fa4f44459fcac05,1,200,27,616
93ad397044e27dfead96813e2f895acd,6,400,11,2720
93b498aa80cf4062f0c6636c038141df,2,719,14,6048
93b513d693c7e922381d6aec80dfb639,4,1550,5,16000
93bfa65df8dfa699ddfb2693172f6f44,1,3000,4,8349
93c285dad77a797cf2193ead6afbe107,1,1800,10,3500
93c311d5adbe1ef297001d0b6f19894e,1,3100,32,18496
93c480c7d11c68ba0a71e850da61b674,20,300,17,1280
93c601273c90caca6b37d54b0e6f1ead,1,5300,11,31500
93ca601fb17b9bc29a7fcaa4e40f015b,2,9400,12,56250
93cbda98bb66aaaae2ab0a7789dfc87b,1,4100,31,36000
93d2aa0c31c4bdfe9d71ae5b1df30287,1,1020,15,10948
93d452eef7b6b3812ed587d747f0fe72,1,350,8,32604
93d9ed4fb2b32cec509eae4f1860687d,1,15400,23,52500
93da3479685193b3ccc6f071b91408d2,2,650,11,15180
93dd9d8291fad4757cf910f1a80eb0ac,1,900,10,7714
93e0df39afbe96d9194642c0b9330c60,1,300,10,48000
93ebf843a46dd3ba8085784ff4c604fc,1,800,19,2800
93f9c7eb069e7ef8685ebe71ca606135,1,1700,23,704
93ff19f54af8a64683cfe497020c7e4f,2,350,11,4096
9400a388ad4fbe5e9d381a9762fc99c2,3,1550,7,7200
94080f9219044d897195e2be145945dc,1,921,15,2448
940d38f0ef286bd93612fcdc91dd38ed,9,4300,9,27000
9414323ebb3ebedacbca284868df0eb5,1,5900,19,20944
94147506059b815e058b7ffeb6b671b9,1,200,10,1728
941fede5c398c3c84cac6e6c832c2b11,1,3000,9,10000
9420f15c30b82da057082b08883cdf5d,1,665,34,8000
9421a5b600386e401d30fc8de52f96a7,1,1538,6,42300
942328ba3a2546856b7361547edf6eb2,2,500,9,1764
94252831daf1ef36429398257ea0450c,2,1375,13,11088
942a3f93bb7ecf95f0b901bd89f4acdb,6,1250,12,18200
942bede3ef6a71e73b5f0ae6ca2f64d9,1,300,14,3248
9431a9c618106cc583ea8b3381047c0b,2,350,9,2254
9433628ec2932d31ae619e76e2dc1a4c,1,276,15,8664
9437358367868e28d75ce47e393eef99,2,4222,18,41382
9437cbf921b0bd3177d8b03ed2783cda,2,650,15,8000
943b5ef98806bd96e4f933bca1d2f130,1,2000,22,9880
943c812216923e4244e83099e0c62a08,11,1000,11,10800
9443c4c94962f689aafb1c13f5f1762f,1,500,5,3900
94475071013412139f862c0bd7e3bb37,2,317,6,6776
944a8fa6055b8213f9e715720d4e2d5c,4,1100,14,14440
9451e630d725c4bb7a5a206b48b99486,10,350,17,3720
9456cf1bbafac590a3b7698a06cb190f,2,200,5,2800
945f3073eeafb360bba960560cc63bcc,1,6950,6,20539
946344697156947d846d27fe0d503033,15,500,11,4624
94656ce34a307d26e23011bb25148c9e,1,400,9,4096
946b20e2799c73ad1f8f95440f723ce4,2,16800,10,23625
9472a43e0457615f2742ac021d769197,1,1900,13,9450
947638090b86dc69c90b29261178a338,1,217,8,3000
9477e72598d2f21dc53f809bd42cf7a2,5,23000,4,173204
9478ba3a27de728ec65cf5048a23f34c,5,467,14,6300
947a46e4f6dcc04e256398abf33e272e,1,750,6,13200
94809f6d31cc08cd78ab5169fe132549,1,1450,3,29925
948330c196b6b9a13386fa192380e3df,1,5150,25,29952
9483476ac5b7549f7df5ff12fb6fb5d9,8,300,15,5600
948b143a942ee5c521acea82547b623a,1,700,14,21875
948bd3e9180acc7aa263ae14a2075717,1,300,9,1100
948c22764c5080442c29a9c3da89b40f,2,3400,15,18000
948cf1d0e3086dc58ca7332b39abda1d,4,5850,10,34800
949079dea28b42bc2a7f048e81fe33c9,1,750,7,4125
9492dac42243571c7f7807ea23691a33,1,190,5,2548
94938d42be4ea1064db3325c385ee6d6,3,827,13,20748
94950d6ddd0b24c0d15f7f09d61a8148,6,2500,15,31500
9496e670a857b5a2217cb77cbff6a6f1,1,4800,4,15972
94972ba3b1856e8453d8a0b4d522aa36,2,200,13,2560
94976cc078d10e74c19c62f0b3b52432,7,6150,16,36608
94a6c010ef78e62cab34c6caf0a69b5f,11,100,8,900
94a75895c8f08d597e9a2d9447170fd4,1,11500,12,64000
94ad63831117fac82c6054d2056ed118,10,600,12,7600
94b0bb57e5cc458656fd7ae6b806f5a7,2,400,6,3003
94b67faa1e06c405396b019aadf24618,1,100,1,2000
94bb0da423501924c41368236d88e808,3,925,6,10880
94bda974ca191307bd049cfd54d7f468,1,600,11,2204
94bedc3b89ef3b2dd091735569780a0d,1,200,7,2352
94bf3dc3d35d6e2dc1be8edffe180c59,1,1100,18,2400
94c6a83ab9e528e35fbe815ad5a05905,1,100,7,1650
94c6d48c2462a85429fcc3b6bde00c4a,1,14700,6,87780
94c8e41ff4b54668bf9a765e5a7fc9ac,1,200,14,880
94cff684a6f115a32507988ff6541801,6,300,8,6000
94db23ef7b9dfd4774a38942cee3e05f,1,10700,20,84640
94db494032587f32dcb342c9a808e8e3,1,800,6,20000
94dda8dfb4b1536bf54afadab8759430,1,1450,7,22000
94dfe961f86c1f33e5387b6c59201fc7,1,180,20,10560
94e25ee525bdcdce608d423d902a0372,1,2950,7,6358
94e6d7727bd670351f1a806a221d1dba,4,1300,8,12500
94ecc3aaf1c1a63135ba686ac00264c0,1,850,8,20328
94eecc7cef7bc0bb31e2c26526efdd0a,2,6050,7,23100
94f3ac7deebfcb5862fbb23fff1a2fc0,1,150,9,1296
94fb2ab4419d523ecce8e5d56676788d,5,400,19,1904
94fe5d8bb49bb5643b837cfb59ec8d62,3,300,17,2816
950ea5e8d99762513bc4841fee9e7225,2,500,6,2023
95107d7e48355c8a545bbde8f832a235,1,2450,29,23400
951098957e7871bfeab769de5e3871a8,3,800,8,4004
951375c9c10ed889b35034522e5a334e,3,750,10,10200
951aee2eea1136dd1f2cb63241c90ab7,1,11100,3,42000
951b0c4b9f14bd5f821ceffb3cd6bdeb,2,606,25,3648
951b64df30a368d839ae1e534ff79bd9,1,550,5,5084
95203adc728bc74fbd99afc9e303db9f,1,300,15,2048
9522c1e219a651952a29e5f3a65e880c,1,850,7,11520
9523bf75c55cbbd31a79ea86a9157a39,1,11500,12,63525
952547036d7de7ce635a81704cd290cd,1,3300,17,180000
952a1b105b353afa2fb1fab92e52b454,1,150,8,1872
952a2fb95f913c10c33c1e509c7b8d9a,1,133,4,12320
952e73f7e8bee61569a32b35c19bc981,11,950,8,12500
952fb0049c780b72866b908703663c23,1,2200,13,11200
953107f6a9859bfebd242f5f03fe1585,2,15200,8,104728
95380c355d1a589a9f3e7bfe9e5920d3,1,4100,6,12920
9539cddd99ab3f8ca77b6cad0a0899ea,1,433,11,4692
953db9f56394a544b5659c4246eb37c9,1,2200,11,48125
9545d45c37449ccbc376de3a04c66e71,52,1350,15,4374
9548f3f06fa6c1983a2278e2a16ecdcb,1,290,6,1008
9549dccca71c7bb806cd4acf82c456b5,1,277,9,5434
954a60156f936f1a76e99a5445228e0c,1,725,8,10005
95561023115b71f8bbb280afc56b7bed,2,2650,10,25857
95578be74a242e7a0eae084908bbb5f8,2,14900,24,94192
955821b9200f75f399d091f381821044,3,150,14,3900
955d159d5f3a5d16c3808fcb7705224f,3,50,10,3136
955e839e4a1e8af1dc811f11c4a5cdbc,1,350,44,1600
955ef07f4e61b2033c9d6af6a6b61783,3,1700,13,10098
955f8780ad5a8da545a008f6f95c1dba,1,258,22,6375
9562542703cb9359fa625418f190b920,1,100,6,2400
9565229244e9341fb8c8069879cf73cd,19,1700,14,7616
9569769b6bcd1a9399b8373b1d681855,1,350,16,1872
956cf733a4632646a751590fbac2efaf,1,650,5,2560
956d19f9b8366d1675cc4ffd0bf10d87,1,400,13,2992
95768ce3d7cef075f6a562d2716187b4,2,1700,3,9375
957857fc71c15ad33dd32bb2c23985aa,1,250,8,3069
9578d6732c124f549834fbe8c02e51df,1,4650,6,20539
957bdadbdfc3aa7b33ac86d926721838,4,450,8,4500
957f6d6b55b78746f89e976cba785440,9,1450,20,10000
958168282b745d22ab817ba81a0987b6,1,2920,3,13200
95882ad7734c1fb14cf538cf382b792d,1,1300,18,18870
958cd4fc82ce0223c757f47bc9d67e23,3,1550,10,4416
958cf0f5527f413e08d0cde6bfdbdde2,4,5600,16,4800
9590794c4ad7475e1fa368c491c0dbb6,2,28100,15,173740
9592cd0b739cc57871c3aecffe15436a,5,450,10,8670
9597cbd95c8521094d71b7aa87e6da82,1,9900,12,59500
9598cf61b14e74eb35b845609cca6712,1,400,17,2048
9598f6cd8a6b8adbb542aca0635794f9,1,400,14,1936
95a10f05868096cb2180c6a0bfbbbc39,4,550,18,4800
95a32290cbf617eef9053042fb61dea3,3,799,12,3536
95ad87ed6306ec8b44eb069ad236bb3c,1,1050,3,17160
95afc7174e826b350262195e9810e327,1,250,4,1600
95b5038cce133b8c926678c768012103,1,2550,7,8349
95b5840b09c3e9adc94a0f6bc783f4ef,1,300,17,2640
95b7ae3076a4c91f203a0c3dd9a54b57,4,350,14,3240
95bc2131ece03edd6623b82c80db02bb,3,133,26,1140
95be29dd18d5a1aae9a916eac469c959,1,200,31,6075
95c40b993a22463c83beb5c51a03d46c,19,200,12,2378
95d4fd03b0b54ae5c0202828f41bef12,3,1758,18,21875
95d5de1e8f30491ef346be257d7889a5,1,300,5,3600
95d7eeaab4bd14c7ea4b2b95e415d8e0,1,1400,19,8118
95d8de3420cf92ad4824b588db2604cf,1,400,35,1792
95d9302f8b3a134daca8adb478c92813,1,25200,6,116000
95d9994fadaf3720792cb0f1db17f782,5,1000,11,36750
95dacbf52db1d378303344b43f821cb6,2,1700,13,6072
95ddb6784d69952b116fd5bb2408b788,2,1600,14,21114
95df8ca600dda9824d93795c9066eb6c,1,2300,23,6960
95e67a8fbaf668c2d060eb3938a0c999,4,450,9,4096
95ebf42730dea8baa19b9c8794da556b,2,2460,9,37400
95ec3f7e237a87df9935a570ab6ef266,3,5326,10,56800
95ed6e881d471156e430b8546ea76ba5,7,240,15,4800
95ed9ac528aa2547407e6dff356c12ba,3,1500,10,18000
95f2828625576b34ab861ef4b029a7fd,1,950,7,8400
95f3db773f64f68c9b7e7c3ee4ecd15e,1,850,6,7840
95f76a3205f55d54b001e730486c6737,1,17800,7,116000
95f8862124d526f3151c7dba46c01df8,1,600,11,3933
95f944fda0e692848a5033c279938390,1,550,4,7392
9616caad30917a469d87d2f95cd603cb,3,717,19,6480
9617bfaed9fe3ab156b98d8e20dd01b9,1,3700,7,9720
961930544d39899c18cfdbc336aeb15e,1,30000,22,203700
961d02e19e9ade3ba8aa028c87b0d8f7,4,350,14,704
96277485af1fa20c328fa90e57754ead,1,600,6,1600
9630b857efd71e4e583678219f57f0e2,1,1300,10,19285
9637ad471df1e71f71217ef109fb0607,1,600,12,1056
963b76d8d107ef0f1c293c1a967cc08d,1,1106,3,7524
963d31ba36326bbc6c8da3be482de3c6,1,800,5,14756
9644931193891477e4863fa05363f594,3,322,3,5148
9644a7af60743efbb41bd30c624799c5,2,2192,9,19152
9648b0bf87f29f78dd9fcbfe58d0e6a6,1,6300,3,27000
9649ca274c5438e7f13d0af44db9bcae,3,150,9,2464
964c5f7cd701d923e2350137a4715bb1,1,75,6,2254
96530fd162c17a87b70830cc5fb0f45c,2,200,12,1728
96537ba8cc2b7b2d74ef574b5e78d458,5,2350,11,7448
96592c73e37eabf051bfc0d1ab2bece1,1,2350,15,23400
965ed8ce606fae58ee076e77023d9a0b,3,300,14,3520
96629e38790e42abf9939db3063a7c6d,1,400,17,4125
9663cf1ff5c7ff603be0a27b1cf2dde2,4,600,9,9375
9666f6aaf24141e6d17f7d56921f364d,2,300,7,9600
966746deb2173a72d95ca8b80223f014,5,750,12,2560
9668ae227893ed924319574e98f60c7d,1,1350,7,29925
96693703af76b26b2d20895a71ea98b4,1,450,10,19350
966df4b1e05f53d4048170d49bc650a6,1,3000,11,14625
9674b7f245c1d659972605a979ac3dcf,3,13900,10,81675
967b4ef12fac107d62481097944bc634,1,450,3,13125
967f92d9c1776171b28840fb8b644c36,1,250,9,5600
9680867d27bf4f20ac82adbe4dbae9ec,1,1100,19,4560
9680a78df870a1cb6ae00cb3436fe06a,1,450,5,4096
968439b7a7310e1a62e2b36d7a581403,1,2250,7,15625
968811b51a38b97a73d9fdf59face469,1,920,15,21560
9689b050651107828cab68a05c1996d5,2,750,9,7260
969250f1300755ae847449ef253547f1,1,475,11,4864
9694310dd8c2910c9f91b5ac27ab77f2,1,1100,17,10032
9695cc1865970dfe9b66a5a83e59cfac,1,2500,7,27440
9695ef7fc6824ad30eb18ab61ecf906a,1,7350,18,48720
9696fc4ef13aa92c9933cc364d18ac40,4,700,9,27000
9698db22a15cee3747028222da04f1b1,1,500,8,3500
969a9ead309cdd6881492b674cbe5433,2,1000,15,5130
969c37a70b5e0bec58e389978297e72f,1,1800,9,5016
96a108eb37275bef319a3f39dfc45ec2,2,500,18,4500
96a5ff4a6e07ebe2f09a6ee132303df3,1,3100,18,864
96a77357ef9245d263e1edc51efb22e3,2,350,6,1344
96a8e69f40810916a191425f42eb4b19,1,513,8,5852
96a93504eed4c39c0f000d30277f9104,1,330,4,3360
96a9e0cf1f04a80aadd9f31b2245807f,2,2100,11,4752
96ac5914ae8307995bed8c15fc1bcebb,3,1250,8,5408
96af56bb52888927abc509b1d84bde36,1,900,8,2560
96b200840d3b01d948ee9d507f6bcb3e,2,950,9,2560
96b2b30b853845064514e83f4d5a387b,2,800,12,8400
96b4ceeea5f4e3997ac6543f49a4f138,4,950,11,4000
96b7d9d0248d6f0f688e1a1987642733,1,7050,14,61200
96b84df3582b12cc062543cee325b38e,2,100,7,1584
96b8d103618f7027896ce54a576b9f41,4,725,12,15200
96bcd2d5266412b1a43593fe5b904536,1,2700,10,12000
96c1f14a0754e0f2c40523478a4075df,3,150,13,1680
96c71a33864212d98d1df6c9b7e701ba,1,2000,24,49600
96cc6d39d2114a36f318d641c3cae43d,2,250,6,6400
96ce4ff64224301c9da1dd92fa9551fa,2,19050,13,139277
96cfc21d191df7257d9a6dfef4d897fd,4,550,6,1710
96d04f44d303175353cc3032d89eefb1,1,200,24,528
96d76d5a8ce6f19b3072a336fa1aae49,1,250,4,2560
96d80c8b6c6545a30eb5bdc4961455f3,1,213,12,1344
96d82426db67af33a8c1dead73fdabc7,1,225,7,1824
96e04f182dfc420d17e333f362b56ab2,1,1600,14,20412
96e5e61e0d12e5a00d818f9d6e7f3670,1,16700,13,57750
96e7e4dc5b1964302aa4e183c428f925,1,5800,23,70200
96e8923537d69875e7507e3fe08ceb6d,1,600,9,10000
96e9828efdbe86198b90841d0b39ca0c,1,800,3,5460
96ed3b4b62790bd962aac0b317109be4,5,600,15,6750
96ef18649cc53717e0028b36c7c69774,3,500,16,9800
96f027a4749058d508f6c1bda657c79d,5,483,8,2808
96f6baf4d6a2f7c90932573600903489,1,700,15,3888
96f7628c09cd807b68989261da8ba07c,1,3925,7,31200
96f8ecb5e5705b3b726d7e3022622575,1,450,3,1750
96fd15ccf6e358a9fb700ae2fbf66500,1,5050,11,24000
96fda9a1e131e4c4f2faecacbf9aaf50,1,8650,38,24000
9701d977eb68896a77f4095dca55dbcc,1,225,3,3120
970694629024df557d9b71b3088a488d,2,2850,17,4500
9707ca15de54826fe85ed7859c935d6c,1,150,5,1428
9707e3409376d631f1044f987d63bdc7,3,450,6,7360
970920a8e74dbbac4bcae9119351d3b7,1,500,16,11025
970a065bf2d3133a8182ee47b3fe11fc,1,12750,10,80000
970cf7662c7fd49ded81e7a0ab1a85e9,1,100,21,612
97122ffa6827f94f62ce56f48e848ae7,1,3150,5,10560
9712e67c33f564648b46afc6505db72a,5,900,10,12500
97194fdae68fa163b7cc5c02bfedbf16,3,30000,5,202500
97296954e343ef67dcda940ec8e2a0d4,1,200,11,1408
972c34115d851ba523bc16ec0ab2b098,2,700,13,15625
97373049bc86f3b3245c07a56795b2d7,5,183,11,5100
9738938cd501f323a5084de63086947b,1,150,27,1750
9738ecc3ec052b1a9186e591184dcdab,1,6500,2,20650
9739d07ec835e1c66eedb9a6df402bd5,6,900,8,23478
973b82b1eed5902879aa90864b5e340d,1,950,10,26048
97407223aaefebbaeb89d285e7c64f75,3,1050,5,6929
97431528e0740266bf471bc728adb66e,1,600,7,7904
97462c7ce5f69a26ace2c3c5da81a86b,2,200,8,1428
97478538ef6ed323f4ed85e2139d4a24,1,2250,13,20736
9748aa1679e2f9a2655318636b08e3a7,1,5700,9,34000
9749139e09929de55d37e68e64b89706,23,650,16,1456
9749d8875e250b3cb65d938c46efac5a,2,3000,24,30800
974d9d3338a9d3d2b96ac5d5d9379968,1,20650,17,8624
9751b280db38705e0225fcbad03d17cc,1,3200,12,20520
9755f955f1fcd2a83ca77997e9de8b83,2,188,5,5544
97593959fc8ee0c67ac6c5a33fe61f4b,1,450,8,2112
975c79322e3ae1a967d8f5b82608ffd7,1,500,1,1200
9760ac8ee2522566f6779aae29e417f3,1,200,16,1056
976307932e1b8bc2f2da2feb7a027fc1,1,2600,14,26240
9766505cde62429c3629bb6411cd9dc4,7,900,7,5616
976738868bdcc86e959ba2a7b726d4d5,5,2700,14,21000
976a11a50bf0ca3c4411b44877ec5612,1,1648,2,11907
976ab58229e6de519476891f498084b7,1,1550,13,17400
976f5de0b6a1c79fedf4e1f713251efa,3,2374,32,16632
97759b2e2035fcd87986a43119b56c7d,5,500,16,7803
977aa4ebf84b0eac12c39f9d3d8333cb,1,200,6,1440
977ba64f692dbbeeb81d35ad7f953c5f,2,300,10,10080
977e5f8adaa0cd1dac4f4b1969ec598b,1,300,10,1760
977f845fc71d6dfd5af3a0aaaabf2161,1,10000,15,85000
9783bd52943df9833a6a92f2e8f34f32,2,1400,6,6600
978859c6048ded0fa8bf3b9ea8236387,14,350,10,2640
978d2315d672718ad7235114a71bc2c6,2,4033,10,19683
978dd538bf5e5185609b6e464ba25eae,1,600,6,1302
978ea005bbc57d3f9ee16f21056f7f63,2,1400,10,28860
979473e8af1d4eaf4b889a0ba32834ce,4,1050,30,2560
9794fba8c8aa64ab4fece2d3cbe731e9,8,1350,7,21000
9795a7cdf0e9c1c2b4db0c1ab37e0831,1,600,7,6000
9798bc8585b031f32f0ba287ad22f334,3,2392,39,32800
9799c69682bf50ba578e6b9c9886b607,1,13050,11,78141
9799f204443f39b914cb108eb13ef6e2,2,150,2,1056
979a52ea2c0c4e9e7e7e4a766d4eeda4,3,1550,6,15750
979c36deada6af57d4f1d9b85a60978c,1,910,9,4158
979c7bf658f39ff4d6459fe7c397bfea,1,1600,4,12160
97a0fca3502276570a22f65e739f3dcd,1,835,6,26187
97a929277bfb5cc39a42b7a3dd729f10,1,850,8,5616
97ac2c1509cfea4a471cb1cfa1e3e512,1,12478,28,39375
97ac99fefa9cf4eb8f825136a89e8f40,1,370,91,1122
97afd188bb555122d11925deb0052174,1,350,10,1056
97b3b8e8ed22d0ceb3b3c520e806a334,1,200,13,5236
97b5158053e671771fe7c85ec69ee043,2,21300,7,125000
97b6b2b77117d7e304364b433fcc649e,2,100,6,1408
97b72ed1900f2af848c76555d62033de,1,14050,3,48070
97b788c43a70403f7a9646d778ecc9c9,1,6550,6,27000
97b91c8032defad1460e5225a0049161,1,4000,13,45500
97bb088389e83ef547d4f736067ada7c,2,850,7,15750
97c1215186cdbed36fc3bc4bb0ba938c,1,1500,5,17500
97c2f81082289198f18c18dd5d936971,1,27500,4,162240
97c57b8428f6b7a7597248a02938681d,2,11400,9,69426
97c58626cc3e15d514d2095f69650220,2,429,10,3360
97c6f57881227cc97e87be3e34f108f8,1,1450,21,10000
97ca99a3e712143b9cf17e31bf8f3367,3,275,9,4617
97d1914c419fa8222dee93c465395aa4,1,300,10,4096
97d27432ff43bde88266c3a3c42f4386,1,200,10,1728
97d94ffa4936cbc2555e83aefc1f427b,1,3000,14,3750
97db532f755c1c66eab401e27f687295,2,633,16,5096
97dd14dcd2c85f01c271127d6413f2d8,2,817,30,68172
97de9cc5ef2b385440117d854522881d,1,200,14,4000
97df097e327bdfd11f7a1061fda6b89d,1,1600,9,720
97df437aeb3472b9d42b4c2e9a9d88f6,1,2600,7,30625
97e03a28b0808a684c834e7e004ba11f,2,1300,30,4608
97e50905efad4b7cdb046db112ed9328,1,850,11,6800
97e867dc91da58c5fd89d77372c9dfa4,1,400,11,2112
98001b51c21b1efa6530623ecb0c20fe,2,9400,15,55738
9800689d93f54df6dc7df4ebd0aade31,3,650,7,21204
9805b37a2e4983fb5dbb5c8168590c44,1,2138,21,36036
9806189f9cb679bcd5326b460c2b9073,1,2000,7,8381
980afaa22ae7fefe2118474b4bb444e6,1,600,13,6655
980ecbcc15fe174ec1e5757c4d75b1bf,8,250,7,510
980f472a1354c8366960f7c4528c470e,3,350,14,2964
98115d94da1f4b2b439f197586e69ae8,1,1900,6,18000
9818832859d572545cee5a86ff7f4a3b,2,400,14,5120
9824c8a777b0a6ec687de43501ba3aba,3,1850,7,20064
982565327a800a467fffeac070672ea6,15,1167,10,7038
982c2f2d0683c3641512af11ff306b62,1,2100,14,21000
982cc4c1cdb785c9cb1f2e48c1e4f903,1,700,20,4608
982d42e9ce06f5054407db7d1268029f,3,6738,16,79872
9831e59284189574c8b3dde0265e5230,1,2050,25,29925
98354ddeaeae40bd6b705381191a9ffc,1,900,19,6750
9835c8bfc26821647d0074e609402773,1,350,14,13600
983a67406e3e74f6b7b27168cf61d6d8,3,467,21,7084
983b5668afc4aa8777599206fcc8964f,3,1500,13,34800
983fb87b74395e82bbe509cf694296ce,1,400,6,1386
9842dfe3247b396ef1cdff1e0d02216f,1,1050,16,5120
98475d9717984fc80373a380bbfb0d81,4,2050,13,2560
9847d08b81ab75c5bdaf6823c7fe00b2,5,900,16,13338
9849ba603e33119ef0dcbdba63338aa2,1,24400,12,112500
9853476587e82bdf31cd50479173e1c3,1,675,5,3360
985917955434700f83de118d8978d560,1,100,6,4096
985bf2af90ac31349ca19417e2752410,3,1374,14,16008
